vessel_name	vessel_service	vessel_class	vessel_type	vessel_subtype	flag_desc	vessel_activity_role_desc	waterway_name	substance_name	substance_class	substance_subclass	substance_type	substance_subtype	latitude	longitude	discharge_amnt_total	discharge_situation_type	unit_of_measure
STIM STAR III	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	UNITED STATES	Acknowledged Pollution Source	BAYOU LAFOURCHE	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		29.16017	-90.23445	12	Point-source one-time discharge	GALLONS (Liquids Only)
TETRA RIG 28	Industrial Vessel	Miscellaneous Vessel	Work Platform	General	UNITED STATES	Suspected Pollution Source	Mississippi River-Gulf Outlet	Oil: Crude	OIL	Petroleum	Oil	Crude	29.16537	-88.98457	12	Point-source one-time discharge	GALLONS (Liquids Only)
BURNS HARBOR	Freight Ship	Bulk Carrier	General	Self-Discharging	UNITED STATES	Acknowledged Pollution Source	LAKE SUPERIOR	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	46.71773	-91.98923	12	Point-source one-time discharge	GALLONS (Liquids Only)
PACIFIC QUEST	Passenger Barge  (6 or Fewer)	Passenger Ship	Charter Fishing Vessel	"General (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Suspected Pollution Source	SAN DIEGO HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	32.70821	-117.1784	12	Point-source discharge over a period of time	GALLONS (Liquids Only)
MAGGIES FARM	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Suspected Pollution Source	Bartlett Cove	"Oil, misc: Motor"	OIL	Petroleum	"Oil, misc"	Motor	58.45138883	-135.9338888	12	Point-source one-time discharge	GALLONS (Liquids Only)
HAPPY TAILS	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	SAN DIEGO HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	32.70821	-117.1784	12	Point-source one-time discharge	GALLONS (Liquids Only)
CAPE BILLE	Tank Ship	Tank Ship	Chemical Tank Ship	Oil & Chemical Tank Ship	MARSHALL ISLANDS	Acknowledged Pollution Source	Gravesend Bay	Oil: Diesel	OIL	Petroleum	Oil	Diesel	40.5825	-74.00806	12	Point-source one-time discharge	GALLONS (Liquids Only)
TOLLY HO	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	CHATHAM STRAIT	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	57.18816667	-134.1795	12	Point-source one-time discharge	GALLONS (Liquids Only)
FAIRWEATHER	Passenger (Inspected)	Passenger Ship	Ferry	"Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Acknowledged Pollution Source	CHATHAM STRAIT	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		57.725	134.82	12	Point-source one-time discharge	GALLONS (Liquids Only)
CHALICE IV	Recreational	Recreational	Motor Propelled Vessels	"Yacht, Luxury"	UNITED STATES	Suspected Pollution Source	CAPE COD CANAL	Oil: Diesel	OIL	Petroleum	Oil	Diesel	41.78139	-70.4809	12	Point-source one-time discharge	GALLONS (Liquids Only)
ALICE MORAN	Towing Vessel	Towing Vessel	Towing Behind (Tug)	General	UNITED STATES	Acknowledged Pollution Source	ST JOHNS RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.3213	-81.66505	12	Point-source one-time discharge	GALLONS (Liquids Only)
RED BIRD	Unclassified	Miscellaneous Vessel	General	General	UNITED STATES	Involved in a Marine Casualty	Lower Mississippi River Southwest Pass	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.14833333	-89.25	12	Point-source one-time discharge	GALLONS (Liquids Only)
COTTON NO. 6	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	CARR INLET	Oil: Diesel	OIL	Petroleum	Oil	Diesel	47.35983	-122.6585	12	Point-source one-time discharge	GALLONS (Liquids Only)
DIONNE CHOUEST	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	UNITED STATES	Acknowledged Pollution Source	GULF DEEP WATER ACCESS	"Other oil, oil with no CHRIS Code"	OIL	Petroleum	"Other oil, oil with no CHRIS Code"		29.01666667	-90.2	12	Point-source one-time discharge	GALLONS (Liquids Only)
WEEKS 263	Freight Barge	Barge	General	General	UNITED STATES	Acknowledged Pollution Source	ELIZABETH RIVER	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		36.92138883	-76.34275	12	Point-source discharge over a period of time	GALLONS (Liquids Only)
JIM BORDELON	Passenger (Inspected)	Passenger Ship	General	"General (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Acknowledged Pollution Source	GULF INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.78312222	-92.1406	12	Point-source one-time discharge	GALLONS (Liquids Only)
ARUNDEL	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source		"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	30.10277667	-93.3	12	Point-source one-time discharge	GALLONS (Liquids Only)
RIO RITA	Passenger (Inspected)	Passenger Ship	Charter Fishing Vessel	"General (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Acknowledged Pollution Source	LAKE ERIE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	41.55292	-82.95737	12	Point-source one-time discharge	GALLONS (Liquids Only)
MASTERPIECE	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	LAGRANGE CREEK	"Oil, misc: Motor"	OIL	Petroleum	"Oil, misc"	Motor	37.6664	-76.58194	12	Point-source discharge over a period of time	GALLONS (Liquids Only)
MR WAYNE	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	NECHES RIVER	"Bilge slops (Examples: bilge oil, bilge waste, bilge water, bilge waste oil, bilge slop oil, etc.)"	OIL	Petroleum	Bilge slops (Examples	"bilge oil, bilge waste, bilge water, bilge waste oil, bilge slop oil, etc.)"	30.07711667	-94.08387667	12	Point-source one-time discharge	GALLONS (Liquids Only)
CHAMPION	Tank Ship	Tank Ship	Chemical Tank Ship	Oil & Chemical Tank Ship	NORWAY	Acknowledged Pollution Source	Port of Stockton	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	37.9525	-121.3166667	12.5	Point-source discharge over a period of time	GALLONS (Liquids Only)
AO 94	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Acknowledged Pollution Source	BIG SANDY RIVER	"Oil, fuel: No. 6"	OIL	Petroleum	"Oil, fuel"	No. 6	37.43265	-81.58629	12.6	Point-source one-time discharge	GALLONS (Liquids Only)
SEAQUEST	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	UNITED STATES	Acknowledged Pollution Source	BAYOU LAFOURCHE	Oil: Crude	OIL	Petroleum	Oil	Crude	29.16017	-90.23445	12.6	Point-source one-time discharge	GALLONS (Liquids Only)
CROSBY HOPE	Towing Vessel	Towing Vessel	Towing Behind (Tug)	Coastwise	UNITED STATES	Acknowledged Pollution Source	BAYOU LAFOURCHE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.16017	-90.23445	12.6	Point-source one-time discharge	GALLONS (Liquids Only)
RENEGADE	Passenger (Inspected)	Passenger Ship	Crew Boat	"General (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Acknowledged Pollution Source	BAYOU LAFOURCHE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.16017	-90.23445	12.6	Point-source one-time discharge	GALLONS (Liquids Only)
DROMEAS	Tank Ship	Tank Ship	Petroleum Oil Tank Ship	Crude & Products Tank Ship	"BAHAMAS, THE"	Involved in a Marine Casualty	SAVANNAH RIVER	Crude hydrocarbon feedstock (containing Butyraldehydes and Ethylpropyl acrolein)	OIL	Petroleum	Crude hydrocarbon feedstock (containing Butyraldehydes and Ethylpropyl acrolein)		32.15839	-81.1552	12.6	Point-source one-time discharge	GALLONS (Liquids Only)
APL MALAYSIA	Freight Ship	General Dry Cargo Ship	Container Ship	General	LIBERIA	Acknowledged Pollution Source	Newark Bay	"Oil, fuel: No. 6"	OIL	Petroleum	"Oil, fuel"	No. 6	40.68901667	-74.14811383	12.6	Point-source discharge over a period of time	GALLONS (Liquids Only)
CHOTIN 1546	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Acknowledged Pollution Source	MISSISSIPPI RIVER	"Other oil, oil with no CHRIS Code"	OIL	Petroleum	"Other oil, oil with no CHRIS Code"		30.28388883	-91.21722	12.6	Point-source discharge over a period of time	GALLONS (Liquids Only)
VALLENAR	Passenger (More Than 6)	Passenger Ship	General	"General (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Acknowledged Pollution Source	KEKU STRAIT	Oil: Diesel	OIL	Petroleum	Oil	Diesel	56.975	-133.9416667	12.9	Point-source one-time discharge	GALLONS (Liquids Only)
TEASER II	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	MARYLAND INTRACOASTAL WATERWAY	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	38.37077	-75.08276	13	Point-source discharge over a period of time	GALLONS (Liquids Only)
OLYMPIC INTERVENTION IV	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	NORWAY	Acknowledged Pollution Source		Oil: Diesel	OIL	Petroleum	Oil	Diesel	20.11833333	-90.19833333	13	Point-source one-time discharge	GALLONS (Liquids Only)
GULKANA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	GULF OF ALASKA	Oil: Diesel	OIL	Petroleum	Oil	Diesel	60.14389	-146.7694	13	Point-source discharge over a period of time	GALLONS (Liquids Only)
NEW YORK	Industrial Vessel	Barge	Cutter/Dredger Barge	General	UNITED STATES	Acknowledged Pollution Source	KILL VAN KULL	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		40.64648	-74.06305	13	Point-source one-time discharge	GALLONS (Liquids Only)
KATIE ANN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	ELLIOTT BAY	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		47.63106667	-122.3795	13	Point-source one-time discharge	GALLONS (Liquids Only)
H J DUPRE	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	CALCASIEU RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.215958	-93.259809	13	Point-source one-time discharge	GALLONS (Liquids Only)
TUNDRA TRADER	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	LIBERIA	Acknowledged Pollution Source		Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		40.36583	-74.95	13	Point-source one-time discharge	GALLONS (Liquids Only)
BIG BLUE	Freight Ship	Bulk Carrier	General	General	CYPRUS	Acknowledged Pollution Source		"Oil, fuel: No. 6"	OIL	Petroleum	"Oil, fuel"	No. 6	45.63833167	-122.7683317	13	Point-source one-time discharge	GALLONS (Liquids Only)
ALEUTIAN MARINER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source		"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	53.86888833	-166.5344402	13	Point-source discharge over a period of time	GALLONS (Liquids Only)
OCEAN HOPE 3	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source		"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	52.96666667	-166.55	13	Point-source discharge over a period of time	GALLONS (Liquids Only)
NC1612P	Freight Barge	Barge	Deck Barge	Roll-on Roll-off	UNITED STATES	Suspected Pollution Source	NEUSE RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	34.9585	-76.82092	13	Point-source one-time discharge	GALLONS (Liquids Only)
SOUTH SEAS	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	Pago Pago Harbor	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		-14.26861117	-170.6691667	13	Point-source one-time discharge	GALLONS (Liquids Only)
UNNAMED	Recreational	Recreational	Small Watercraft	Personal Watercraft (e.g. Jet Ski)	UNITED STATES	Acknowledged Pollution Source	GRAND LAGOON	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	30.14722	-85.7475	13	Point-source one-time discharge	GALLONS (Liquids Only)
CHIOS CHARITY	Freight Ship	Bulk Carrier	General	General	GREECE	Acknowledged Pollution Source	CC CORPUS CHRISTI BAY	"Oil, fuel: No. 6"	OIL	Petroleum	"Oil, fuel"	No. 6	27.81416667	-97.395	13	Point-source one-time discharge	GALLONS (Liquids Only)
SEDUCER	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Acknowledged Pollution Source	COLUMBIA RIVER	Gasoline: Automotive (4.23g Pb/gal)	OIL	Petroleum	Gasoline	Automotive (4.23g Pb/gal)	46.22305	-123.7464	13	Point-source one-time discharge	GALLONS (Liquids Only)
OCEAN BARONESS	Mobile Offshore Drilling Unit	Offshore	MODU	General	MARSHALL ISLANDS	Acknowledged Pollution Source	GULF-PANAMA ACCESS	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		27.48251667	-90.55083333	13	Point-source one-time discharge	GALLONS (Liquids Only)
Q4000	Mobile Offshore Drilling Unit	Offshore	MODU	General	UNITED STATES	Acknowledged Pollution Source	GULF-PANAMA ACCESS	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		27.83333333	-91.72	13	Point-source one-time discharge	GALLONS (Liquids Only)
AMY FRANCES	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	MISSISSIPPI RIVER	"Oil, waste/lubricants - possible contaminant"	OIL	Petroleum	"Oil, waste/lubricants - possible contaminant"		38.85	-90.111666	13	Point-source one-time discharge	GALLONS (Liquids Only)
ST FRANCISVILLE	Passenger (Inspected)	Passenger Ship	Ferry	"Non Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Acknowledged Pollution Source	MILE 265.6 LOWER MISSISSIPPI RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.75333333	-91.395	13	Point-source discharge over a period of time	GALLONS (Liquids Only)
NOBLE CLYDE BOUDREAUX	Mobile Offshore Drilling Unit	Offshore	MODU	General	LIBERIA	Acknowledged Pollution Source		Oil: Crude	OIL	Petroleum	Oil	Crude	26.153	-94.78716667	13	Point-source one-time discharge	GALLONS (Liquids Only)
WESTERN NEPTUNE	Research Vessel	Research Ship	Seismographic	General	PANAMA	Acknowledged Pollution Source	GULF DEEP WATER SPINE	"Jet fuel: JP-5 (Kerosene, heavy)"	OIL	Petroleum	Jet fuel	"JP-5 (Kerosene, heavy)"	27.36694444	-91.66888889	13	Point-source one-time discharge	GALLONS (Liquids Only)
DIXIE ENDEAVOR	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	UNITED STATES	Acknowledged Pollution Source	Bayou Boeuf	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		29.65528333	-91.12416667	13	Point-source one-time discharge	GALLONS (Liquids Only)
DRESDEN EXPRESS	Freight Ship	General Dry Cargo Ship	Container Ship	General Cargo/Container	GERMANY	Acknowledged Pollution Source	SAVANNAH RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	32.08339	-81.03772	13	Point-source one-time discharge	GALLONS (Liquids Only)
MESABI MINER	Freight Ship	General Dry Cargo Ship	General	General	UNITED STATES	Alleged Pollution Source	LAKE SUPERIOR	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	46.58095	-87.3896	13.2	Point-source one-time discharge	GALLONS (Liquids Only)
STENA PERROS	Tank Ship	Tank Ship	Petroleum Oil Tank Ship	Oil Products Tank Ship	BERMUDA	Acknowledged Pollution Source	GULF DEEP WATER ACCESS	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	29.14233333	-94.552	13.2	Point-source one-time discharge	GALLONS (Liquids Only)
SWIFT FAIR	Freight Ship	Bulk Carrier	Combination Carrier (e.g. OBO)	Ore/Bulk/Oil	LIBERIA	Acknowledged Pollution Source	COLUMBIA RIVER	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	45.64978	-122.7485	13.2	Point-source one-time discharge	GALLONS (Liquids Only)
BANDA SEA	Freight Ship	Ro-Ro Cargo Ship	Ro-Ro/Container	General	SINGAPORE	Acknowledged Pollution Source	Gulf Intracoastal Waterway	Oil: Crude	OIL	Petroleum	Oil	Crude	30.00774	-89.92899	13.2	Point-source one-time discharge	GALLONS (Liquids Only)
YEOMAN BROOK	Freight Ship	Bulk Carrier	General	Self-Discharging	LIBERIA	Involved in a Marine Casualty	SPARROWS POINT CHANNEL	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	39.20921	-76.48381	13.2	Point-source discharge over a period of time	GALLONS (Liquids Only)
FAIRMOUNT FUJI	Towing Vessel	Towing Vessel	General	General	PANAMA	Acknowledged Pollution Source	BAYOU LAFOURCHE	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		29.16017	-90.23445	13.2	Point-source one-time discharge	GALLONS (Liquids Only)
TRISTAN	Freight Ship	Ro-Ro Cargo Ship	Vehicle Carrier	General	SWEDEN	Acknowledged Pollution Source	GULF DEEP WATER ACCESS	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	29.30682	-94.62508	13.2	Point-source one-time discharge	GALLONS (Liquids Only)
WEB 225	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Acknowledged Pollution Source	NECHES RIVER	Oil: Crude	OIL	Petroleum	Oil	Crude	30.087163	-94.088112	14	Point-source one-time discharge	GALLONS (Liquids Only)
TUBBY	Unclassified	Miscellaneous Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	BAR HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	44.3951	-68.2014	14	Point-source discharge over a period of time	GALLONS (Liquids Only)
SPECIAL F/X	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	LAKE WASHINGTON SHIP CANAL	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	47.64542	-122.3085	14	Point-source discharge over a period of time	GALLONS (Liquids Only)
Kidawake	Recreational	Recreational	Sailing Vessels	General	UNSPECIFIED	Acknowledged Pollution Source		"Oil, misc: Motor"	OIL	Petroleum	"Oil, misc"	Motor	44.11666667	-82.9	14	Point-source discharge over a period of time	GALLONS (Liquids Only)
FARANDOLE	Tank Ship	Tank Ship	General	General	"BAHAMAS, THE"	Acknowledged Pollution Source	CC CORPUS CHRISTI BAY	p-Xylene	CHEMICAL	Chemical	X	p-Xylene	27.81416667	-97.395	14	Point-source discharge over a period of time	GALLONS (Liquids Only)
ARRIBA	Recreational	Recreational	General	General	UNITED STATES	Suspected Pollution Source	SAN DIEGO HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	32.70821	-117.1784	14	Point-source one-time discharge	GALLONS (Liquids Only)
WESTERN NEPTUNE	Research Vessel	Research Ship	Seismographic	General	PANAMA	Acknowledged Pollution Source	GULF-PANAMA ACCESS	"Other oil, oil with no CHRIS Code"	OIL	Petroleum	"Other oil, oil with no CHRIS Code"		27.21666667	-90.76666667	14	Point-source one-time discharge	GALLONS (Liquids Only)
HYDRO VELOCITY	Recreational	Miscellaneous Vessel	Work Boat	General	UNITED STATES	Acknowledged Pollution Source	MAIN CHANNEL	Oil: Diesel	OIL	Petroleum	Oil	Diesel	33.71542	-118.259	14	Point-source discharge over a period of time	GALLONS (Liquids Only)
ENSCO 7500	Mobile Offshore Drilling Unit	Offshore	MODU	General	UNITED STATES	Acknowledged Pollution Source	GULF-PANAMA ACCESS	Drilling mud	CHEMICAL	Chemical	D	Drilling mud	26.94	-90.52166667	14	Point-source one-time discharge	GALLONS (Liquids Only)
Keeper of the Stars	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Acknowledged Pollution Source	NANTICOKE RIVER	Gasoline: Straight run	OIL	Petroleum	Gasoline	Straight run	38.307	-75.89116667	14	Non-point-source (diffuse) discharge	GALLONS (Liquids Only)
C-ROVER	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	UNITED STATES	Acknowledged Pollution Source	GULF DEEP WATER SPINE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	27.61666667	-90.43333333	14	Point-source one-time discharge	GALLONS (Liquids Only)
ALEX G	Industrial Vessel	Miscellaneous Vessel	Work Boat	General	UNITED STATES	Acknowledged Pollution Source	CC CORPUS CHRISTI BAY	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		27.88333333	-97.26666667	15	Point-source one-time discharge	GALLONS (Liquids Only)
CANDY MACHINE	Passenger (Inspected)	Passenger Ship	Crew Boat	"General (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Acknowledged Pollution Source	ATCHAFALAYA RIVER	"Bilge slops (Examples: bilge oil, bilge waste, bilge water, bilge waste oil, bilge slop oil, etc.)"	OIL	Petroleum	Bilge slops (Examples	"bilge oil, bilge waste, bilge water, bilge waste oil, bilge slop oil, etc.)"	29.7075	-91.22122222	15	Point-source one-time discharge	GALLONS (Liquids Only)
Salt Water Cowboy	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	INDIAN RIVER BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	38.6119305	-75.07266667	15	Point-source one-time discharge	GALLONS (Liquids Only)
NEWS	Recreational	Recreational	Motor Propelled Vessels	"Yacht, Luxury"	UNITED STATES	Acknowledged Pollution Source	CLINTON HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	41.26801	-72.53201	15	Point-source discharge over a period of time	GALLONS (Liquids Only)
